datetime,state_id,state_name,risk_on_probability
2008-11-30,1,Risk-Off,0.006468374200860771
2008-12-31,1,Risk-Off,0.008518822429148254
2009-01-31,1,Risk-Off,0.01791273854937747
2009-02-28,1,Risk-Off,0.025002899505905618
2009-03-31,1,Risk-Off,0.04384918945634564
2009-04-30,1,Risk-Off,0.10965885807816844
2009-05-31,1,Risk-Off,0.39209601648502357
2009-06-30,0,Risk-On,0.9506627296286174
2009-07-31,0,Risk-On,0.9949109428541892
2009-08-31,0,Risk-On,0.9989144744283789
2009-09-30,0,Risk-On,0.9985853476528447
2009-10-31,0,Risk-On,0.9971392581479529
2009-11-30,0,Risk-On,0.993643166565939
2009-12-31,0,Risk-On,0.990079844372589
2010-01-31,0,Risk-On,0.9853302163214641
2010-02-28,0,Risk-On,0.9900387138021607
2010-03-31,0,Risk-On,0.9858821180040501
2010-04-30,0,Risk-On,0.9862967967950255
2010-05-31,0,Risk-On,0.9886176768984343
2010-06-30,0,Risk-On,0.9717282526263383
2010-07-31,0,Risk-On,0.9126901479628416
2010-08-31,0,Risk-On,0.8933714426301674
2010-09-30,0,Risk-On,0.7935555536697829
2010-10-31,0,Risk-On,0.7956723274572475
2010-11-30,0,Risk-On,0.7358128430646105
2010-12-31,0,Risk-On,0.7022831372601668
2011-01-31,0,Risk-On,0.8022709169690623
2011-02-28,0,Risk-On,0.6641689417144272
2011-03-31,1,Risk-Off,0.44228128324574967
2011-04-30,1,Risk-Off,0.017941685441766886
2011-05-31,1,Risk-Off,0.0022614573738360955
2011-06-30,1,Risk-Off,0.0015998848879282823
2011-07-31,1,Risk-Off,0.0016915872160500056
2011-08-31,1,Risk-Off,0.0021706128596130636
2011-09-30,1,Risk-Off,0.0024666429558001246
2011-10-31,1,Risk-Off,0.007119707931689145
2011-11-30,1,Risk-Off,0.011315162599513706
2011-12-31,1,Risk-Off,0.041750276226029115
2012-01-31,1,Risk-Off,0.07996061452138525
2012-02-29,1,Risk-Off,0.16853268251142361
2012-03-31,1,Risk-Off,0.29006904711637316
2012-04-30,1,Risk-Off,0.4522102307468112
2012-05-31,1,Risk-Off,0.2991445359267976
2012-06-30,1,Risk-Off,0.13866920292310814
2012-07-31,1,Risk-Off,0.06295051416507658
2012-08-31,1,Risk-Off,0.02116515267844432
2012-09-30,1,Risk-Off,0.03463288709003476
2012-10-31,1,Risk-Off,0.07820979905485226
2012-11-30,1,Risk-Off,0.1281936453939444
2012-12-31,1,Risk-Off,0.4716791973424568
2013-01-31,0,Risk-On,0.898923646343011
2013-02-28,0,Risk-On,0.9867276658725225
2013-03-31,0,Risk-On,0.9959011110257942
2013-04-30,0,Risk-On,0.9975973047549337
2013-05-31,0,Risk-On,0.9975603651063152
2013-06-30,0,Risk-On,0.9981518398420272
2013-07-31,0,Risk-On,0.9942089202803251
2013-08-31,0,Risk-On,0.9946785677239559
2013-09-30,0,Risk-On,0.9814918562303734
2013-10-31,0,Risk-On,0.9827990433278639
2013-11-30,0,Risk-On,0.973618521674543
2013-12-31,0,Risk-On,0.9910813567911484
2014-01-31,0,Risk-On,0.9618044326394958
2014-02-28,0,Risk-On,0.9087976731247295
2014-03-31,0,Risk-On,0.5990309176261208
2014-04-30,1,Risk-Off,0.07606495623101528
2014-05-31,1,Risk-Off,0.006222955946864728
2014-06-30,1,Risk-Off,0.00833020458877154
2014-07-31,1,Risk-Off,0.005576116637267647
2014-08-31,1,Risk-Off,0.01304711171526507
2014-09-30,1,Risk-Off,0.009628226322713207
2014-10-31,1,Risk-Off,0.015606568065245185
2014-11-30,1,Risk-Off,0.009128391711819783
2014-12-31,1,Risk-Off,0.015127036400883753
2015-01-31,1,Risk-Off,0.023757947633997967
2015-02-28,1,Risk-Off,0.035093181750008196
2015-03-31,1,Risk-Off,0.04088177233321377
2015-04-30,1,Risk-Off,0.04599286703089134
2015-05-31,1,Risk-Off,0.04558887554555102
2015-06-30,1,Risk-Off,0.034711066099676446
2015-07-31,1,Risk-Off,0.010796711254231761
2015-08-31,1,Risk-Off,0.008642676380318681
2015-09-30,1,Risk-Off,0.0020574909050381507
2015-10-31,1,Risk-Off,0.0016448689250061488
2015-11-30,1,Risk-Off,0.0038523174811095906
2015-12-31,1,Risk-Off,0.004836761289459979
2016-01-31,1,Risk-Off,0.0069794231389066486
2016-02-29,1,Risk-Off,0.00917897743497742
2016-03-31,1,Risk-Off,0.02455356829016464
2016-04-30,1,Risk-Off,0.0741663593942099
2016-05-31,1,Risk-Off,0.2953685682604066
2016-06-30,0,Risk-On,0.5967902759544208
2016-07-31,0,Risk-On,0.9273600871629762
2016-08-31,0,Risk-On,0.993024451494905
2016-09-30,0,Risk-On,0.9989846449019644
2016-10-31,0,Risk-On,0.9988240584148397
2016-11-30,0,Risk-On,0.9976975158972813
2016-12-31,0,Risk-On,0.9984013188603045
2017-01-31,0,Risk-On,0.9975208232192053
2017-02-28,0,Risk-On,0.9953301793291928
2017-03-31,0,Risk-On,0.9943384207795107
2017-04-30,0,Risk-On,0.9963540731974222
2017-05-31,0,Risk-On,0.9944406090903516
2017-06-30,0,Risk-On,0.990338688963161
2017-07-31,0,Risk-On,0.9812136735746954
2017-08-31,0,Risk-On,0.9738993396503639
2017-09-30,0,Risk-On,0.956988516628434
2017-10-31,0,Risk-On,0.9710772674033634
2017-11-30,0,Risk-On,0.9620478579995756
2017-12-31,0,Risk-On,0.9900593658179019
2018-01-31,0,Risk-On,0.9944945467008113
2018-02-28,0,Risk-On,0.9827117661668753
2018-03-31,0,Risk-On,0.930435172203884
2018-04-30,0,Risk-On,0.6985037247269728
2018-05-31,1,Risk-Off,0.02607260401719058
2018-06-30,1,Risk-Off,0.00315971583746244
2018-07-31,1,Risk-Off,0.001226373195022612
2018-08-31,1,Risk-Off,0.004251501467348984
2018-09-30,1,Risk-Off,0.004258440096171712
2018-10-31,1,Risk-Off,0.00682892277498004
2018-11-30,1,Risk-Off,0.002383412114807526
2018-12-31,1,Risk-Off,0.003861107580609313
2019-01-31,1,Risk-Off,0.007395455218381919
2019-02-28,1,Risk-Off,0.020252713798748934
2019-03-31,1,Risk-Off,0.04455675713949969
2019-04-30,1,Risk-Off,0.09726506558573578
2019-05-31,1,Risk-Off,0.060325953111423525
2019-06-30,1,Risk-Off,0.08449643184427102
2019-07-31,1,Risk-Off,0.05986550898189502
2019-08-31,1,Risk-Off,0.06673026976917962
2019-09-30,1,Risk-Off,0.08000701985460401
2019-10-31,1,Risk-Off,0.18051928953963436
2019-11-30,0,Risk-On,0.8251083287011237
2019-12-31,0,Risk-On,0.9987280629787295
2020-01-31,0,Risk-On,0.9994914370496154
2020-02-29,0,Risk-On,0.9940990592081697
2020-03-31,0,Risk-On,0.9722684118044996
2020-04-30,1,Risk-Off,0.00024407112244295703
2020-05-31,1,Risk-Off,0.0006754196646072685
2020-06-30,1,Risk-Off,0.04172975211053409
2020-07-31,0,Risk-On,0.5372306197816074
2020-08-31,0,Risk-On,0.9187967440264977
2020-09-30,0,Risk-On,0.9428094845428965
2020-10-31,0,Risk-On,0.9654585212165048
2020-11-30,0,Risk-On,0.9771834238964304
2020-12-31,0,Risk-On,0.9794985659405001
2021-01-31,0,Risk-On,0.9861598731103456
2021-02-28,0,Risk-On,0.98111126322764
2021-03-31,0,Risk-On,0.9828156166935748
2021-04-30,0,Risk-On,0.9705342882557088
2021-05-31,0,Risk-On,0.9642542040638644
2021-06-30,0,Risk-On,0.9684969645661945
2021-07-31,0,Risk-On,0.9625734941547155
2021-08-31,0,Risk-On,0.9556328705441517
2021-09-30,0,Risk-On,0.9333334828163631
2021-10-31,0,Risk-On,0.8218531064203224
2021-11-30,1,Risk-Off,0.4396507414021026
2021-12-31,1,Risk-Off,0.042341351099231095
2022-01-31,1,Risk-Off,0.005549710496506544
2022-02-28,1,Risk-Off,0.0016232992852422967
2022-03-31,1,Risk-Off,0.003922966515928272
2022-04-30,1,Risk-Off,0.004643038014653156
2022-05-31,1,Risk-Off,0.004273805710573564
2022-06-30,1,Risk-Off,0.005675543534398142
2022-07-31,1,Risk-Off,0.00744437563821565
2022-08-31,1,Risk-Off,0.011732354064036943
2022-09-30,1,Risk-Off,0.010617881736829093
2022-10-31,1,Risk-Off,0.01837119071081006
2022-11-30,1,Risk-Off,0.03066445750947744
2022-12-31,1,Risk-Off,0.09768166103729481
2023-01-31,1,Risk-Off,0.1610251506601159
2023-02-28,1,Risk-Off,0.16901210436987335
2023-03-31,1,Risk-Off,0.3101047010313308
2023-04-30,0,Risk-On,0.6805837235933354
2023-05-31,0,Risk-On,0.7522194995536673
2023-06-30,0,Risk-On,0.9945838848947332
2023-07-31,0,Risk-On,0.9996941442458143
2023-08-31,0,Risk-On,0.9993336354581754
2023-09-30,0,Risk-On,0.9964913221305047
2023-10-31,0,Risk-On,0.9952168947357556
2023-11-30,0,Risk-On,0.9930126749874635
2023-12-31,0,Risk-On,0.9938588334702219
2024-01-31,0,Risk-On,0.9904961905151889
2024-02-29,0,Risk-On,0.9808074449569023
2024-03-31,0,Risk-On,0.9882059131020478
2024-04-30,0,Risk-On,0.992273602436559
2024-05-31,0,Risk-On,0.9937693829651466
2024-06-30,0,Risk-On,0.9883238490374381
2024-07-31,0,Risk-On,0.9920918341476149
2024-08-31,0,Risk-On,0.9536689112231205
2024-09-30,0,Risk-On,0.8366725707233311
2024-10-31,0,Risk-On,0.9536681547697936
2024-11-30,0,Risk-On,0.9237261770399255
2024-12-31,0,Risk-On,0.9877864015919404
2025-01-31,0,Risk-On,0.9707098743018645
2025-02-28,0,Risk-On,0.9792101277594973
2025-03-31,0,Risk-On,0.8999529697312454
2025-04-30,0,Risk-On,0.6313584703134145
2025-05-31,1,Risk-Off,0.01026282428758074
2025-06-30,1,Risk-Off,0.008664253984846826
2025-07-31,1,Risk-Off,0.06248417739962753
2025-08-31,1,Risk-Off,0.03234534394388433
2025-09-30,1,Risk-Off,0.057217092273005976
