report_date,default
2010-01-04,0.01588723337065434
2010-01-05,0.0033408315058893745
2010-01-06,0.03148885975965943
2010-01-07,-0.0276118966911707
2010-01-08,-0.01569328922760682
2010-01-11,0.013951057469729689
2010-01-12,-0.025104131613806424
2010-01-13,0.013026518269334098
2010-01-14,0.004679681419277326
2010-01-15,-0.0064971044896149355
2010-01-18,0.0
2010-01-19,0.014304217797671104
2010-01-20,-0.021106464308447204
2010-01-21,-0.012908874944950521
2010-01-22,-0.002433465568326021
2010-01-25,0.00352773228470582
2010-01-26,-0.009143235489368129
2010-01-27,-0.025554860068042973
2010-01-28,-0.03035393948012699
2010-01-29,-0.012477410406003697
2010-02-01,0.0034655490318236115
2010-02-02,0.009107117436160106
2010-02-03,-0.02508298122116792
2010-02-04,-0.028297905705095383
2010-02-05,-0.024296977195466085
2010-02-08,0.02080872233006059
2010-02-09,0.02492791080303891
2010-02-10,-0.000849557067164608
2010-02-11,0.03298659684341798
2010-02-12,-0.00594432372188014
2010-02-15,0.0
2010-02-16,0.0530258568150912
2010-02-17,-0.00252977075625449
2010-02-18,0.007479753143696755
2010-02-19,0.01805595837747931
2010-02-22,-0.010922833180714853
2010-02-23,-0.021837680491515354
2010-02-24,0.004897123743568432
2010-02-25,-0.019308845242786865
2010-02-26,0.027673045718059397
2010-03-01,0.012799060096838621
2010-03-02,0.018831766118873938
2010-03-03,0.016772925480436074
2010-03-04,-0.013444477058367488
2010-03-05,0.012915123862853983
2010-03-08,-0.00023939990424015622
2010-03-09,0.0036869620349904153
2010-03-10,-0.01350924530515385
2010-03-11,-0.0024584690255772257
2010-03-12,0.006526987154650943
2010-03-15,-0.017959802840769257
2010-03-16,0.014787162734169801
2010-03-17,0.016197876014367063
2010-03-18,-0.0025938258734834463
2010-03-19,-0.009655882347966882
2010-03-22,-0.0021010831023622334
2010-03-23,-0.000551618861600156
2010-03-24,-0.012461366794992212
2010-03-25,0.010101593899511263
2010-03-26,0.007161984322252124
2010-03-29,0.032999908534004474
2010-03-30,0.00970409788462212
2010-03-31,0.006479482817877802
2010-04-01,0.009074354180139466
2010-04-02,0.0
2010-04-05,0.0053442725112395895
2010-04-06,0.0009250081885097128
2010-04-07,-0.00748223110015811
2010-04-08,-0.001848815936224213
2010-04-09,0.01115594217868221
2010-04-12,0.002548991336834394
2010-04-13,0.0025361422829419666
2010-04-14,0.014099030403829982
2010-04-15,0.00823793228004166
2010-04-16,-0.021932081629610134
2010-04-19,-0.01210253489456592
2010-04-20,0.011146492549269249
2010-04-21,-0.0051390206292093454
2010-04-22,-0.009313786065221041
2010-04-23,0.003382893911973772
2010-04-26,0.0022601618871762597
2010-04-27,-0.05173604725264869
2010-04-28,0.0019011256783896258
2010-04-29,-0.008433039326797509
2010-04-30,0.014749113543600867
2010-05-03,-0.006994727808503187
2010-05-04,-0.04555986469575124
2010-05-05,-0.029912194776533507
2010-05-06,-0.0068553604112971955
2010-05-07,0.0012702892572360458
2010-05-10,0.027445400676424203
2010-05-11,-0.01602069491081426
2010-05-12,0.001460007708453448
2010-05-13,0.017945870570778233
2010-05-14,-0.03715708310606247
2010-05-17,-0.058818561707463024
2010-05-18,0.037150295547950796
2010-05-19,-0.028899047518008647
2010-05-20,-0.0033112582781456013
2010-05-21,0.02793190021217562
2010-05-24,0.02449313013050447
2010-05-25,-0.03578358606572618
2010-05-26,0.006341183833290298
2010-05-27,0.026509973483641813
2010-05-28,-0.0138232767709362
2010-05-31,0.0
2010-06-01,-0.025724393392868694
2010-06-02,-0.014305570031455717
2010-06-03,-0.029094025738614193
2010-06-04,-0.043126097532597996
2010-06-07,-0.009343528244078358
2010-06-08,0.02126956602406982
2010-06-09,0.01951785660632588
2010-06-10,-0.00015215025317250053
2010-06-11,0.01180440644831382
2010-06-14,0.03001524981996262
2010-06-15,0.0066818470022125265
2010-06-16,-0.004709427413859157
2010-06-17,-0.024577589098683905
2010-06-18,-0.010800195706437754
2010-06-21,0.0159247433923575
2010-06-22,0.0064737640782772665
2010-06-23,-0.011010529467538221
2010-06-24,0.017722959922011672
2010-06-25,0.019408747157438233
2010-06-28,0.009077350072629109
2010-06-29,-0.05494133327506712
2010-06-30,0.01660971654137633
2010-07-01,-0.027928891493106067
2010-07-02,0.00860893840525101
2010-07-05,0.0
2010-07-06,0.022519934941955366
2010-07-07,0.006865597750699282
2010-07-08,0.0026188366719304135
2010-07-09,0.01176720186593827
2010-07-12,-0.016944480191374067
2010-07-13,0.008272398404129522
2010-07-14,-0.0014136646339334424
2010-07-15,-0.0015450227958511142
2010-07-16,-0.021522996046526632
2010-07-19,-0.0005282762925543638
2010-07-20,0.016160821464490827
2010-07-21,0.02422818997295506
2010-07-22,0.023055657117399875
2010-07-23,-0.0015729927679148936
2010-07-26,0.015249262014555454
2010-07-27,-0.007202313557708728
2010-07-28,0.008813212501742607
2010-07-29,0.01369082715830916
2010-07-30,0.020432823530500244
2010-08-02,0.027535435560141375
2010-08-03,-0.009907088324330848
2010-08-04,0.013120798929089128
2010-08-05,-0.012143899372249467
2010-08-06,0.001027647944793264
2010-08-09,0.006010698866062425
2010-08-10,-0.01519959676825089
2010-08-11,-0.01790169720421042
2010-08-12,0.006064828444594106
2010-08-13,-0.01322765587616792
2010-08-16,0.0081063458265489
2010-08-17,0.016531185613002375
2010-08-18,-0.0030693739627457584
2010-08-19,-0.012857380673783503
2010-08-20,-0.010743032340508996
2010-08-23,-0.0035608191730357452
2010-08-24,-0.016045743338515273
2010-08-25,-0.01330327949629051
2010-08-26,0.02377179383274375
