report_date,default
1988-01-31,0.023300998520386917
1988-02-29,0.056094491362752796
1988-03-31,0.029147841282973097
1988-04-30,0.01105889078553779
1988-05-31,-0.021428739177324796
1988-06-30,-0.002634989849047198
1988-07-31,0.01676505594979627
1988-08-31,-0.05654676362930611
1988-09-30,0.0412237734780716
1988-10-31,0.0636763082162386
1988-11-30,0.031817290329468895
1988-12-31,0.007397257873579921
1989-01-31,0.03440496967596407
1989-02-28,-0.007657017851069758
1989-03-31,-0.007314683299543323
1989-04-30,0.023235817897848676
1989-05-31,-0.025402575406657135
1989-06-30,-0.015671342955207446
1989-07-31,0.11103097560575725
1989-08-31,-0.025168394407033556
1989-09-30,0.0284840882292563
1989-10-31,-0.033913765661286566
1989-11-30,0.03755978968553264
1989-12-31,0.031102000340399005
1990-01-31,-0.04771669515555599
1990-02-28,-0.04378940386515584
1990-03-31,-0.06365414263902502
1990-04-30,-0.014792683176454435
1990-05-31,0.10235169530044241
1990-06-30,-0.008663923239893956
1990-07-31,0.008117771019177544
1990-08-31,-0.09608503970263282
1990-09-30,-0.10680980371842952
1990-10-31,0.08956875150098109
1990-11-30,-0.019188948585569632
1990-12-31,0.019024369413009223
1991-01-31,0.034694885826651145
1991-02-28,0.09174488746212495
1991-03-31,-0.02993574842238622
1991-04-30,0.006187889980816985
1991-05-31,0.021802382631783246
1991-06-30,-0.06299839801309559
1991-07-31,0.04554504435221918
1991-08-31,-0.0041482195432399616
1991-09-30,0.023394440245574133
1991-10-31,0.015343870821414196
1991-11-30,-0.0451034993035887
1991-12-31,0.07210452343165841
1992-01-31,-0.016947100977319107
1992-02-29,-0.017159097835046877
1992-03-31,-0.0466112707263886
1992-04-30,0.01111972253868565
1992-05-31,0.03606387777559861
1992-06-30,-0.03785010213930351
1992-07-31,0.0008927144612291826
1992-08-31,0.020098588869696288
1992-09-30,-0.010647798257929941
1992-10-31,-0.026579295783920154
1992-11-30,0.01451960777021477
1992-12-31,0.007317255793619193
1993-01-31,0.001530920396155322
