datetime,sec_code,shares,price,value,weight
2017-08-01,CASH,0.0,1.0,0.0,0.0
2017-08-01,CWB.P,4551.218753338118,76.711985845489,349133.0285857978,0.34952934659575186
2017-08-01,HYG.P,1357.457658327045,183.93347494262,249681.90418356514,0.2499653303486243
2017-08-01,JNK.P,2997.782315655575,66.669682635785,199861.19559592582,0.20008806783321156
2017-08-01,IGOV.O,875.8261165544973,114.2847727187,100093.58867153237,0.10020720980910318
2017-08-01,BWX.P,1524.3033189919734,65.666996727888,100096.42106055474,0.10021004541330912
2017-09-01,CASH,0.0,1.0,0.0,0.0
2017-09-01,IGOV.O,2148.041502251627,115.56991199251,248248.96737147952,0.2489783269871926
2017-09-01,IEF.O,3697.5095263291787,107.92205460812,399042.82501454157,0.4002152195045865
2017-09-01,SHV.O,3169.0422050522952,110.3736633727,349778.79755432095,0.3508064535082208
2017-10-02,CASH,0.0,1.0,0.0,0.0
2017-10-02,SHV.O,2235.768371603954,110.47826303252,247003.80623785057,0.2508262154383689
2017-10-02,FLOT.B,5809.009312636784,51.00492411094,296288.0791507829,0.30087316752249527
2017-10-02,BIL.P,4124.314233104078,47.911733641488,197603.04499028044,0.20066097235069513
2017-10-02,ICVT.B,2539.277645080673,57.959092718918,147174.2284703065,0.14945176472998006
2017-10-02,VTIP.O,1922.698998269131,50.289498318045,96691.56803956226,0.09818787995846068
2017-11-01,CASH,408.5957937443018,1.0,408.5957937443018,0.00041455563448553344
2017-11-01,FLOT.B,1931.0780086963687,51.085123719972,98649.35898717116,0.10008827362552414
2017-11-01,ICVT.B,5809.907308830822,59.207189661703,343988.28395086096,0.3490057496726928
2017-11-01,CWB.P,3760.257887143444,78.644265008488,295722.71777676616,0.3000361745682883
2017-11-01,VCLT.O,1082.994839584485,136.80174498636,148155.58386638056,0.15031660387267165
2017-11-01,EMB.O,842.2499638295516,117.18493095744,98699.00386027234,0.10013864262633743
2017-12-01,CASH,2010.2192856782203,1.0,2010.2192856782203,0.002037539502047424
2017-12-01,FLOT.B,3846.775922488607,51.16432179671,196817.68117804304,0.19949256429819726
2017-12-01,ICVT.B,4141.015557423113,59.297610680093,245552.32834428406,0.24888954771538577
2017-12-01,CWB.P,3766.964043157981,78.311274897935,294995.75671438134,0.2990049451441475
2017-12-01,IGOV.O,2142.964122762525,115.36151102919,247215.57928322753,0.25057540334022194
2018-01-02,CASH,2039.7393561130739,1.0,2039.7393561130739,0.002065212896916615
2018-01-02,ICVT.B,3301.2810422466932,59.784632621638,197365.87429149676,0.19983070276917617
2018-01-02,CWB.P,1886.2435886105125,79.326513151607,149629.1268390462,0.15149778895830637
2018-01-02,IGOV.O,425.83340868263736,115.68859525669,49264.06886386229,0.049879309367307514
2018-01-02,VCLT.O,2468.9279951535505,138.60724541121,342211.30852685485,0.34648505737867075
2018-01-02,EMB.O,2083.906655832938,118.60190473903,247155.29868012873,0.25024192862962247
2018-02-01,CASH,0.0,1.0,0.0,0.0
2018-02-01,ICVT.B,5697.071242896275,61.522853707683,350500.0806389553,0.3523689666335351
2018-02-01,CWB.P,3656.248907453751,81.461157974931,297842.2698457589,0.29943038145387574
2018-02-01,IGOV.O,1672.9962987663316,118.72327807179,198623.60479151065,0.1996826769392577
2018-02-01,FLOT.B,2876.155329610842,51.363800630751,147730.26893320322,0.14851797497333155
2018-03-01,CASH,319.0669062886154,1.0,319.0669062886154,0.0003247329275734269
2018-03-01,CWB.P,1226.2996325704112,79.457851136429,97439.13365343731,0.09916946730563553
2018-03-01,FLOT.B,4777.226005944998,51.439649373266,245738.83072265866,0.2501026848796918
2018-03-01,BIL.P,7152.1019350420665,48.113076506741,344109.6275846893,0.3502203599601734
2018-03-01,SHV.O,1773.5376476470656,110.84685168028,196591.06457812697,0.20008214790375345
2018-03-01,CBON.P,3784.0422859932146,25.99178845768,98354.02661245147,0.10010060702317251
2018-04-02,CASH,0.0,1.0,0.0,0.0
2018-04-02,CBON.P,18636.76123763167,26.409950489877,492195.9415775112,0.5007535979796693
2018-04-02,IAGG.B,5413.242421881638,54.461397739082,294812.7485961674,0.2999385653539729
2018-04-02,IGOV.O,1635.0754554947684,119.8120574024,195901.75433099453,0.1993078366663578
2018-05-01,CASH,0.0,1.0,0.0,0.0
2018-05-01,CBON.P,5521.07949205544,26.628364738646,147017.31846551065,0.1502519151949357
2018-05-01,IAGG.B,1801.4359697029258,54.44892364497,98086.2495656571,0.10024429098117288
2018-05-01,FLOT.B,5698.034468048057,51.602818231415,294034.63693102135,0.30050383038987144
2018-05-01,SHV.O,2204.987138496299,111.11980991242,245017.75168903964,0.25040850174853263
2018-05-01,BIL.P,4029.378382555568,48.224862814181,194316.2197251688,0.19859146168548739
2018-06-01,CASH,0.0,1.0,0.0,0.0
2018-06-01,CBON.P,7390.276730286729,26.205591779463,193666.57513115858,0.19801404738758355
2018-06-01,CWB.P,5850.248874341638,83.931326296255,491019.1471866665,0.5020416590389145
2018-06-01,ICVT.B,4619.5250865897715,63.504126344175,293358.9047488828,0.2999442935735019
2018-07-02,CASH,0.0,1.0,0.0,0.0
2018-07-02,CWB.P,4079.6943372146525,82.925864186043,338312.178528431,0.3519747171472318
2018-07-02,ICVT.B,4623.1434658262815,62.716947716803,289949.4470335063,0.3016588851472226
2018-07-02,SHV.O,1723.5298145537308,111.4572547979,192099.90169249254,0.19985774339052928
2018-07-02,BIL.P,2912.0320223972176,48.358552868762,140821.65451062378,0.14650865431501636
2018-08-01,CASH,1242.1411709267704,1.0,1242.1411709267704,0.0012892364521531856
