datetime,sec_code,shares,price,value,weight
2017-08-01,CASH,0.0,1.0,0.0,0.0
2017-08-01,CQQQ.P,6983.212461063396,56.928260681776,397542.1393796436,0.39879324943322814
2017-08-01,INDA.B,9681.399921253318,36.201948371119,350485.5401093682,0.35158855772544056
2017-08-01,MCHI.O,3613.0785891124433,68.870652706558,248835.08071226368,0.24961819284133116
2017-09-01,CASH,5405.53424724369,1.0,5405.53424724369,0.00520658978569232
2017-09-01,CQQQ.P,10031.97551380664,61.919049169366,621170.385105269,0.5983089245827614
2017-09-01,MCHI.O,5754.659287224057,71.53059598949,411634.2085315905,0.39648448563154626
2017-10-02,CASH,4242.187855925993,1.0,4242.187855925993,0.003985915941165079
2017-10-02,VEGI.P,13603.580280715998,31.178126998599,424134.15362780046,0.39851207479556294
2017-10-02,SCZ.O,3315.581723385323,79.862209500725,264789.6822097735,0.2487936534686039
2017-10-02,EWJ.P,10750.094528229145,14.796628227694,159065.1521467742,0.14945597582153294
2017-10-02,EWG.P,2105.2660342033046,50.346400517174,105992.5669532021,0.09958952234366715
2017-10-02,EWU.P,3372.8497811513985,31.448366860876,106070.61728427451,0.09966285762946789
2017-11-01,CASH,3030.0699480464536,1.0,3030.0699480464536,0.002779373248382803
2017-11-01,EWJ.P,24329.9893351976,15.665143293293,381132.76926016086,0.34959926375518324
2017-11-01,EWT.P,6876.441440066442,39.416181425177,271043.0633612643,0.24861797000815433
2017-11-01,EWY.P,2450.257588718074,89.00665091612,218089.22185360355,0.20004533207932235
2017-11-01,CQQQ.P,1629.9501654226885,66.566027783366,108499.30799702869,0.09952247944289525
2017-11-01,ICLN.O,9227.856480113393,11.747535534696,108404.57190920683,0.09943558146606198
2017-12-01,CASH,1.4551915228366852e-11,1.0,1.4551915228366852e-11,1.3523335960198875e-17
2017-12-01,EWJ.P,13666.450149864839,15.840439912038,216482.5824097967,0.2011808511468135
2017-12-01,EWY.P,1861.768891254352,87.652227263192,163188.18996776745,0.15165348911385512
2017-12-01,CQQQ.P,4803.069964105021,67.065106632125,322118.39930426003,0.29934996626845267
2017-12-01,EWH.P,9474.710287789087,28.579736043205,270784.71911085094,0.25164472661892323
2017-12-01,SCZ.O,1263.3210980051385,81.915587785107,103485.69030441769,0.09617096685195556
2018-01-02,CASH,9095.769380041165,1.0,9095.769380041165,0.008211517962880525
2018-01-02,SCZ.O,3884.429721245529,84.850127895302,329594.3586479954,0.2975526185218486
2018-01-02,VEGI.P,9965.438778076888,33.036977946312,329227.98113664857,0.2972218586498776
2018-01-02,EWA.P,4476.04842787613,49.116545829542,219848.03774302732,0.1984753609730081
2018-01-02,EWU.P,6599.655237069138,33.322670251456,219918.13523814958,0.19853864389238515
2018-02-01,CASH,0.0,1.0,0.0,0.0
2018-02-01,MCHI.O,3335.9860349101896,85.281376400389,284497.4807096171,0.25066515239632275
2018-02-01,CQQQ.P,4000.863211235009,70.932021801944,283789.3165259174,0.2500412028183302
2018-02-01,ACWI.O,2472.485582288094,92.724336823946,229259.5859244315,0.2019961262951277
2018-02-01,IEMG.P,3347.1873085444136,68.041977955832,227749.24506201962,0.2006653945729959
2018-02-01,EWZ.P,1429.704169264484,76.711381524878,109674.5819961566,0.0966321239172234
2018-03-01,CASH,8472.079992573592,1.0,8472.079992573592,0.007781021634115556
2018-03-01,ACWI.O,2464.0152282164186,87.524955100528,215662.8222166593,0.19807144016737357
2018-03-01,EWZ.P,7271.404485280376,74.658958003772,542875.482094987,0.49859371895859883
2018-03-01,EWJ.P,20296.827617396077,15.85483904228,321802.93494271825,0.29555381923991214
2018-04-02,CASH,0.0,1.0,0.0,0.0
2018-04-02,KSA.P,35490.005750689816,30.434099016344,1080106.3491071118,1.0
2018-05-01,CASH,0.0,1.0,0.0,0.0
2018-05-01,KSA.P,3576.431972028993,32.211272681532,115201.42547797514,0.10168729677947343
2018-05-01,EWQ.P,6846.578387142888,50.060659319227,342744.22814114275,0.30253735057387177
2018-05-01,ICLN.O,22784.69252007385,12.577954548892,286584.8269279684,0.2529659353380995
2018-05-01,EWU.P,6880.236782115536,33.2489271361,228760.49144767458,0.20192489709864958
2018-05-01,VGK.P,1654.6661531419438,96.459286379048,159607.91632763646,0.14088452020990566
2018-06-01,CASH,5528.9708408459555,1.0,5528.9708408459555,0.004898487642209223
2018-06-01,VEGI.P,11863.442409233689,32.757382669177,388615.32277301105,0.34430048755429504
2018-06-01,KWEB.P,4483.8824723347725,63.626898843802,285295.5364947414,0.2527625303379454
2018-06-01,CQQQ.P,3341.7806526335185,67.23131847609,224672.31933443996,0.19905233930259777
2018-06-01,EWH.P,5638.544668414617,29.888796632029,168529.3148948559,0.14931147045733514
2018-06-01,EWA.P,1171.682123932136,47.852826811629,56068.301754806125,0.04967468470561746
2018-07-02,CASH,0.0,1.0,0.0,0.0
2018-07-02,EWA.P,6415.622129321146,47.907657405545,307357.4270149506,0.28913155725550105
2018-07-02,KSA.P,22945.386657387324,32.933817255844,755679.1710390752,0.710868442744499
2018-08-01,CASH,-7.275957614183426e-12,1.0,-7.275957614183426e-12,-6.7636140115016344e-18
2018-08-01,EWA.P,3302.520520931481,48.80954965612,161194.5393567604,0.1498438697396528
2018-08-01,ICLN.O,32229.360897919385,11.7163307042,377609.8506650358,0.35102008728863515
2018-08-01,INDA.B,10071.035200473061,37.494641131559,377609.8506650358,0.35102008728863515
2018-08-01,EWT.P,2672.6109377097946,40.314900949995,107746.04523164363,0.10015900309699934
2018-08-01,ACWI.O,572.9415539964336,90.043548525051,51589.690619295994,0.04795695258607759
